"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15"
"10465",450000,"4",1.75,1810,12600,"1","0","0","3","7",1400,410,38,2015,47.7143,-122.233,1934,12600
"10467",265000,"4",1,1620,9450,"1.5","0","0","3","7",1620,0,87,2015,47.5136,-122.313,2070,11970
"10468",359000,"5",2.5,2640,7883,"2","0","0","3","8",2640,0,25,2015,47.3124,-122.188,2150,7683
"10470",1050000,"5",2.5,3250,48037,"1","0","2","3","8",2030,1220,30,2015,47.6326,-122.07,2970,48037
"10471",402500,"3",1,800,2280,"1","0","0","5","6",800,0,69,2015,47.6588,-122.362,1310,4200
"10472",450000,"4",1.75,1360,5445,"1","0","0","4","7",1360,0,58,2015,47.6071,-122.123,1570,7840
"10473",262500,"6",2.25,1950,8086,"1","0","0","3","7",1130,820,35,2015,47.3179,-122.331,1670,8550
"10474",285000,"5",2.25,1970,7200,"2","0","0","3","8",1970,0,36,2015,47.3132,-122.182,1790,7500
"10475",290000,"4",2.5,2020,4861,"2","0","0","3","7",2020,0,10,2015,47.4659,-122.144,2170,4600
"10476",752500,"3",2.5,2280,6230,"1","0","0","3","8",2280,0,10,2015,47.7065,-122.013,1640,5931
"10477",820000,"5",2.75,3540,13515,"2","0","0","3","10",3540,0,17,2015,47.5945,-121.982,3540,11538
"10478",292000,"4",2.5,1560,2740,"2","0","0","3","8",1560,0,16,2015,47.4909,-122.154,1310,2698
"10479",213000,"3",1,750,6089,"1","0","2","3","6",750,0,78,2015,47.475,-122.199,1430,6451
"10480",4e+05,"5",3,2240,7035,"2","0","0","3","7",2240,0,73,1993,47.5124,-122.374,1060,6300
"10481",202000,"2",0.75,590,5650,"1","0","0","3","6",590,0,71,2015,47.5181,-122.267,980,5650
"10482",484000,"2",0,690,23244,"1","0","0","4","7",690,0,67,2015,47.6429,-121.955,1690,19290
"10483",617450,"4",2,1580,14398,"1","0","0","3","7",1080,500,34,2015,47.6328,-122.174,1650,14407
"10484",250000,"4",1,1040,8000,"1","0","0","4","7",1040,0,59,2015,47.4711,-122.35,1170,9450
"10485",405000,"6",1.75,1880,10000,"1","0","0","3","7",960,920,52,2015,47.7182,-122.201,1580,10000
"10486",325000,"3",1,1070,8750,"1","0","0","3","7",1070,0,64,2015,47.4734,-122.198,1300,9670
"10487",301350,"4",3,1860,7440,"1","0","0","5","7",1040,820,61,2015,47.5035,-122.255,1490,8160
"10488",425000,"3",1.75,1550,7800,"1","0","0","3","7",1050,500,75,2015,47.5436,-122.39,1370,5000
"10489",460000,"4",1,1860,6360,"1","0","0","3","8",1470,390,61,2015,47.5327,-122.392,1770,6175
"10490",938000,"4",2.5,3090,10940,"2","0","2","3","10",3090,0,23,2015,47.5492,-122.119,3410,12157
"10491",348000,"4",1.75,1720,8867,"1","0","0","3","8",1320,400,30,2015,47.44,-122.136,2200,9170
"10492",435000,"3",1,1260,4080,"1.5","0","0","5","7",1260,0,89,2015,47.687,-122.32,1720,4080
"10493",227950,"4",1.5,1120,11430,"1","0","0","4","7",1120,0,52,2015,47.4105,-122.194,1790,8760
"10494",425000,"3",1,1250,5880,"1","0","0","3","6",900,350,67,2015,47.6908,-122.391,1520,5020
"10495",550000,"4",2,1810,4064,"1.5","0","0","3","7",1810,0,90,2015,47.6859,-122.339,1518,2945
"10496",347500,"4",2.5,1890,7053,"2","0","0","4","8",1890,0,23,2015,47.3967,-122.183,2000,7226
"10497",397000,"5",1.75,2020,6000,"1","0","0","3","7",1620,400,56,2015,47.577,-122.302,1870,4000
"10498",410000,"5",1.75,1790,11875,"1","0","0","4","7",1490,300,46,2015,47.522,-122.047,1870,11760
"10499",780000,"4",3.5,3190,6776,"2","0","0","3","10",3190,0,17,2015,47.6348,-122.064,3230,7189
"10501",476000,"4",2.25,1630,3070,"2","0","0","3","7",1630,0,11,2015,47.6785,-122.03,1690,3200
"10502",390000,"4",1.75,1180,16552,"1","0","0","4","7",1180,0,48,2015,47.7426,-122.116,2780,45302
"10503",226500,"4",2,1560,7000,"1","0","0","4","7",1560,0,47,2015,47.3355,-122.284,1560,7200
"10504",495000,"4",2,1340,2550,"2","0","0","3","7",1340,0,31,2015,47.6793,-122.38,1370,5100
"10506",385000,"4",1,1020,5950,"1","0","0","3","6",880,140,65,2015,47.5436,-122.357,1800,5950
"10507",535950,"4",2.5,2370,5344,"2","0","0","3","9",2370,0,12,2015,47.54,-121.863,2990,5418
"10508",910000,"5",2.5,3170,32430,"2.5","0","0","3","10",3170,0,26,2015,47.6903,-122.056,3360,35610
"10509",465000,"3",1,1120,4000,"1","0","0","3","7",1120,0,89,2015,47.6567,-122.327,1620,4000
"10510",495000,"4",1.75,1440,11787,"1","0","0","3","8",1440,0,32,2015,47.6276,-122.033,2190,11787
"10511",250000,"5",2,2170,5404,"1.5","0","0","5","6",1470,700,95,2015,47.3046,-122.22,1030,5477
"10513",4e+05,"5",2.25,1970,8941,"2","0","0","3","7",1970,0,42,2015,47.7223,-122.172,1880,7793
"10514",715000,"5",2.5,2780,13521,"2","0","0","3","10",2780,0,28,2015,47.6374,-122.042,2980,11454
"10515",342000,"4",2,2250,7757,"1","0","0","3","8",2250,0,23,2015,47.2684,-122.308,1970,6866
"10516",420000,"5",1.75,1340,8400,"1","0","0","5","7",1340,0,48,2015,47.5382,-122.173,1980,8400
"10517",148226,"4",1,1400,7360,"1","0","0","4","7",1400,0,47,2015,47.3123,-122.186,1600,8030
"10518",313000,"4",1,1510,10369,"1","0","0","4","7",1010,500,47,2015,47.4808,-122.099,1510,16057
"10519",150000,"4",1,1320,8220,"1","0","0","3","7",1320,0,56,2015,47.3697,-122.309,1320,7920
"10520",150000,"3",1,820,10270,"1","0","0","3","7",820,0,61,2015,47.5119,-122.329,1670,10086
"10521",230000,"3",1,1080,9435,"1","0","0","3","6",1080,0,57,2015,47.459,-122.181,1200,9210
"10522",389100,"3",1,840,5400,"1","0","0","4","7",840,0,67,2015,47.5489,-122.271,1340,5400
"10523",645000,"5",2.25,2070,8720,"1","0","0","5","8",1360,710,41,2015,47.6678,-122.182,2180,8510
"10524",310000,"4",1,1520,6500,"1","0","0","3","7",990,530,57,2015,47.4164,-122.332,1500,7500
"10525",351358,"3",1.75,1210,1189,"2","0","0","3","8",1210,0,1,2015,47.5526,-121.998,1540,1672
"10528",850000,"4",2,1540,3600,"2","0","0","3","8",1540,0,115,1988,47.6343,-122.283,2970,3600
"10529",470000,"5",2.5,2310,14023,"2","0","0","3","9",2310,0,24,2015,47.7351,-121.964,2410,14007
"10530",770000,"4",2.25,1870,1900,"3","0","0","3","8",1870,0,7,2015,47.6537,-122.34,1690,1694
"10531",366000,"4",1.75,1840,11440,"1","0","0","4","8",1340,500,38,2015,47.474,-122.14,1940,11440
"10532",545000,"4",2.5,2060,7184,"2","0","0","3","8",2060,0,28,2015,47.567,-122.012,2230,7788
"10533",205000,"4",1,1010,8800,"1","0","0","4","7",1010,0,47,2015,47.2761,-122.208,1550,7700
"10534",405000,"3",1,1020,8155,"1","0","0","4","7",1020,0,67,2015,47.7257,-122.361,1430,8157
"10535",467000,"5",2.5,2220,7210,"1","0","0","3","7",1270,950,42,2015,47.7428,-122.183,2220,7313
"10536",392500,"3",1,1050,4125,"1","0","0","4","7",1050,0,106,2015,47.5736,-122.307,1650,4125
"10537",901000,"5",2.75,3030,18400,"1.5","0","3","3","9",2360,670,42,2015,47.7019,-122.243,3030,12486
"10538",5e+05,"4",1.75,1800,7199,"1","0","0","3","7",1300,500,43,2015,47.7264,-122.307,1800,8100
"10539",384950,"4",2.5,1860,3690,"2","0","0","3","7",1860,0,15,2015,47.776,-122.239,1870,4394
"10541",245000,"3",1,860,6120,"1","0","0","3","7",860,0,67,2015,47.7503,-122.328,1100,6860
"10543",184500,"4",1.5,1280,3640,"2","0","0","3","6",1280,0,32,2015,47.334,-122.214,1150,4105
"10544",269000,"3",2,1540,5000,"1.5","0","0","3","8",1540,0,29,2015,47.319,-122.394,1590,5000
"10545",570000,"4",2.5,1530,3296,"2","0","0","3","8",1530,0,17,2015,47.6181,-122.138,1530,4099
"10546",850000,"5",1.75,2350,11914,"1","0","0","4","8",2350,0,54,2015,47.5392,-122.228,2240,10706
"10547",209000,"4",1,920,5200,"1","0","0","4","6",920,0,46,2015,47.3647,-122.082,920,4875
"10548",327000,"5",1.75,1840,5100,"1","0","0","4","5",1840,0,82,2015,47.5209,-122.205,2160,5400
"10549",369500,"4",1.5,1650,9957,"1","0","0","4","7",1100,550,54,2015,47.7303,-122.298,1650,7957
"10550",440000,"4",1.75,1760,8025,"1","0","0","4","7",1230,530,39,2015,47.7287,-122.192,1590,7543
"10551",947500,"5",2.25,3290,12329,"1.5","0","0","4","10",3290,0,47,2015,47.5639,-122.216,3170,12329
"10552",510000,"3",1,1270,4500,"1.5","0","0","4","7",1270,0,96,2015,47.6059,-122.295,2140,4550
"10553",385000,"4",2,1600,10318,"1","0","0","3","7",930,670,74,2015,47.7466,-122.347,1590,7040
"10554",370000,"6",3,2670,9920,"1","0","0","3","8",1400,1270,25,2015,47.3211,-122.277,1890,10341
"10555",660000,"5",1.5,1960,4500,"1.5","0","2","3","7",1960,0,93,2015,47.6797,-122.359,1960,4500
"10556",729000,"4",4.25,3300,308080,"2","0","2","4","9",2520,780,39,2015,47.3979,-122.416,2130,90604
"10557",440000,"4",1.75,2000,11880,"2","0","0","3","8",2000,0,36,2015,47.5882,-122.052,1820,15120
"10558",445000,"5",2.5,2360,81892,"1","0","0","3","8",2360,0,15,2015,47.369,-122.156,1730,18096
"10559",460000,"3",1,1430,12092,"1","0","0","4","7",1430,0,77,2015,47.7023,-122.276,2320,10800
"10560",516000,"4",3,2330,7304,"1","0","0","3","9",1300,1030,44,2015,47.5982,-122.172,2330,9518
"10561",343888,"5",2.5,2060,5607,"2","0","0","3","7",2060,0,13,2015,47.4365,-122.144,2060,5367
"10562",5e+05,"5",1.75,2240,9886,"1.5","0","0","4","7",2240,0,50,2015,47.6294,-122.116,1540,8040
"10563",465000,"6",1.75,2330,6450,"1","0","1","3","8",1330,1000,57,2015,47.4959,-122.367,2330,8258
"10564",302000,"6",2.25,2180,7813,"2","0","0","3","7",2180,0,29,2015,47.3651,-122.051,1880,8649
"10565",195000,"3",1,1280,7861,"1","0","0","4","6",1280,0,102,2015,47.3007,-122.228,1020,6480
"10566",640000,"4",2.5,2140,8925,"2","0","0","3","8",2140,0,24,2015,47.6314,-122.027,2310,8956
"10568",360000,"4",2.5,1480,3851,"2","0","0","3","8",1480,0,17,2015,47.7732,-122.163,1650,4716
"10569",290500,"5",2.5,1680,3000,"2","0","0","3","7",1680,0,12,2015,47.494,-122.279,1420,5500
"10570",248000,"5",3,2163,5883,"2","0","0","3","7",2163,0,9,2015,47.2734,-122.251,1700,10143
"10571",433000,"5",2.5,2280,7568,"2","0","0","4","7",2280,0,14,2015,47.5115,-122.194,2280,5312
"10572",480000,"3",1,820,4200,"1","0","0","3","7",820,0,35,2015,47.6249,-122.298,1290,4000
"10573",410000,"4",1,1330,5000,"1","0","0","3","7",1120,210,58,2015,47.7211,-122.308,1920,7790
"10574",309950,"5",2.75,2310,5000,"2","0","0","3","7",2310,0,9,2015,47.3614,-122.035,1980,5000
"10575",253000,"4",2,1290,7372,"1","0","0","5","7",1290,0,25,2015,47.3658,-122.085,1290,7366
"10576",280000,"4",1.75,1630,11800,"1","0","0","4","7",1630,0,44,2015,47.4863,-121.73,2090,57428
"10577",440000,"4",1,1410,8925,"1","0","0","3","7",1410,0,57,2015,47.6782,-122.162,1330,8925
"10578",333000,"6",1.75,1240,8936,"1","0","0","3","7",1240,0,61,2015,47.5738,-122.136,1600,9341
"10579",759950,"4",2.5,3100,23790,"2","0","0","3","9",3100,0,13,2015,47.5882,-122.011,2250,40854
"10580",345000,"4",2.25,2020,9000,"2","0","0","3","7",2020,0,36,2015,47.4487,-121.775,1460,9680
"10581",350000,"5",2.5,2500,5831,"2","0","0","3","8",2500,0,8,2015,47.3454,-122.039,2500,5188
"10582",198000,"3",1,790,14200,"1","0","0","3","7",790,0,64,2015,47.459,-122.285,1430,10000
"10583",730000,"4",1.75,2040,11294,"1","0","0","4","7",1340,700,63,2015,47.5923,-122.197,2120,9587
"10584",266200,"4",1.5,1430,9600,"1","0","0","4","7",1430,0,49,2015,47.4737,-122.15,1590,10240
"10585",1060000,"5",2.5,2250,10160,"2","0","0","5","8",2250,0,48,2015,47.5645,-122.219,2660,10125
"10586",95000,"3",1,1070,20450,"1","0","0","2","6",1070,0,67,2015,47.4338,-122.183,1360,15581
"10587",430000,"4",1.75,1300,12731,"1","0","0","3","8",1300,0,34,2015,47.6236,-122.04,1700,13556
"10588",650000,"5",2.25,2560,9731,"2","0","0","4","7",2560,0,42,2015,47.7261,-122.246,1860,9731
"10589",379900,"4",2.5,2190,5071,"2","0","0","3","8",2190,0,11,2015,47.3506,-122.04,2300,5654
"10590",325000,"3",1.5,940,1222,"2","0","0","3","7",860,80,11,2015,47.7178,-122.318,1302,1840
"10591",455000,"5",2.25,1740,8449,"1","0","0","4","7",1170,570,57,2015,47.6079,-122.123,1980,11175
"10592",392000,"5",3.75,2220,3797,"1.5","0","0","4","6",1330,890,98,2015,47.5574,-122.315,1490,4340
"10593",373000,"4",1.75,1310,7811,"1","0","0","3","7",1310,0,39,2015,47.7319,-122.167,1530,7800
"10594",951250,"6",3,2710,8227,"1","0","2","3","8",1910,800,62,2015,47.6505,-122.39,2060,5400
"10595",502000,"4",2,1300,14350,"1","0","0","3","7",1300,0,60,2013,47.5736,-122.152,1520,10670
"10596",362500,"4",2,1940,40588,"1","0","0","3","7",1940,0,15,2015,47.4252,-122.159,1860,9657
"10597",525000,"3",1,1080,3500,"1","0","3","3","7",1080,0,91,2015,47.6667,-122.356,1790,4000
"10598",580000,"5",2.5,2110,11680,"1","0","0","4","7",1420,690,38,2015,47.6964,-122.118,1890,9600
"10599",278000,"4",2.25,1590,9425,"1","0","0","3","7",1170,420,30,2015,47.4291,-122.16,1590,9394
"10600",422500,"3",1,910,4800,"1","0","0","4","7",910,0,92,2015,47.5536,-122.377,1450,5000
"10601",783200,"5",2,1590,5400,"1","0","2","3","7",990,600,115,2015,47.637,-122.367,2190,4800
"10602",715000,"5",2.5,3290,6628,"2","0","0","3","9",3290,0,12,2015,47.5994,-121.975,3240,5831
"10603",472217,"4",2.5,2010,2212,"2","0","0","3","8",1390,620,1,2015,47.5523,-121.998,1690,1619
"10604",244615,"4",2.5,2060,4030,"2","0","0","3","7",2060,0,16,2015,47.3909,-122.238,2060,4029
"10605",385000,"4",1.75,1560,14288,"1","0","0","3","6",780,780,71,2015,47.7183,-122.306,1320,8928
"10606",549995,"4",1,1120,6600,"1","0","0","3","7",1120,0,72,2015,47.6712,-122.267,1300,6600
"10607",959900,"5",3.75,3550,15151,"2","0","0","3","11",3550,0,11,2015,47.5888,-121.971,4340,15151
"10609",367000,"4",1.75,2000,12669,"1","0","3","4","7",1200,800,50,2015,47.3579,-122.446,1580,12055
"10610",375000,"6",3,2680,8410,"2","0","0","3","8",1810,870,25,2015,47.4401,-122.126,1860,8410
"10611",5e+05,"3",2.25,1290,1334,"3","0","0","3","8",1290,0,8,2015,47.6719,-122.382,1350,1334
"10612",489000,"3",2.25,1290,1334,"3","0","0","3","8",1290,0,8,2015,47.6719,-122.382,1350,1334
"10613",340000,"4",2,1150,700,"2","0","0","3","7",800,350,15,2015,47.5552,-122.381,1060,1910
"10614",562000,"4",1.75,1880,5978,"1","0","0","5","7",940,940,58,2015,47.5793,-122.294,1930,4770
"10615",489950,"4",2.5,2400,7478,"2","0","0","3","9",2400,0,13,2015,47.7362,-121.974,2980,8182
"10616",652000,"4",2.25,1920,9600,"1","0","0","4","8",1560,360,47,2015,47.6341,-122.103,2040,9600
"10617",472000,"5",3.25,4350,7090,"2","0","0","3","8",2870,1480,16,2015,47.3747,-122.156,2490,7266
"10618",333000,"5",2.5,1910,9244,"1","0","0","4","6",1910,0,52,2015,47.4918,-122.141,2590,9286
"10619",560000,"4",1.5,2000,7350,"1","0","0","3","8",2000,0,62,2015,47.7061,-122.368,1890,6960
"10620",799000,"5",3.5,3290,20107,"2","0","4","3","10",2220,1070,25,2015,47.355,-122.319,2990,16988
"10621",860000,"6",2.25,3480,9200,"2","0","0","3","8",3480,0,36,2015,47.5585,-122.153,3130,9200
"10622",449500,"5",2.5,2410,55931,"2","0","0","3","9",2410,0,26,2015,47.3109,-122.097,2780,55931
"10623",692500,"5",3,2820,11500,"2","0","0","3","10",2820,0,24,2015,47.5826,-122.028,2770,9694
"10624",925000,"5",1.75,2710,11400,"1","0","0","4","9",1430,1280,39,2015,47.561,-122.153,2640,11000
"10625",267500,"4",2.25,2080,2856,"1.5","0","0","3","7",1550,530,12,2015,47.4198,-122.158,2080,2275
"10626",396800,"5",2.5,2200,6018,"2","0","0","3","8",2200,0,5,2015,47.7338,-121.966,2480,5899
"10627",220000,"5",1.5,1180,8058,"1","0","0","5","7",1180,0,46,2015,47.2966,-122.19,1800,9348
"10628",892500,"4",1.75,2120,56192,"1","0","1","3","9",1720,400,56,2015,47.7665,-122.372,2240,20500
"10629",455500,"4",2,1460,10311,"1","0","0","4","7",1460,0,40,2015,47.6771,-122.156,1690,9679
"10630",743000,"4",1.75,2110,11250,"1","0","0","4","8",2110,0,54,2015,47.5402,-122.216,2560,10992
"10631",338000,"5",1.5,1790,17925,"1","0","0","4","6",1790,0,64,2015,47.7501,-122.302,1660,15165
"10632",332000,"4",1.75,1340,13115,"1","0","0","3","7",1340,0,37,2015,47.5021,-121.77,1370,10800
"10633",563225,"4",1,2460,4000,"1.5","0","0","4","7",1370,1090,97,2015,47.6268,-122.297,1680,4000
"10635",645000,"3",1,1240,5000,"1","0","0","3","7",1000,240,95,2015,47.6634,-122.351,1480,3500
"10636",739000,"4",2.5,2750,16000,"2","0","0","4","9",2560,190,34,2015,47.693,-122.187,2370,11279
"10637",435000,"4",2.5,2530,13446,"2","0","0","3","9",2530,0,22,2015,47.7345,-121.961,2450,13446
"10638",995000,"4",2.25,3200,3800,"2","0","0","5","9",2650,550,101,2015,47.638,-122.317,2400,3900
"10639",520000,"5",2.75,2020,7357,"1","0","0","3","7",1350,670,29,2015,47.7145,-122.225,1690,7804
"10640",4e+05,"5",2.5,3030,180263,"2","0","0","3","7",2030,1000,28,2015,47.2953,-122.097,2600,182509
"10641",440000,"4",1.75,2350,7641,"1","0","0","3","7",1510,840,37,2015,47.7307,-122.219,2190,7500
"10642",440000,"4",1.5,1690,6010,"1","0","0","3","7",1230,460,69,2015,47.6955,-122.291,1690,5418
"10643",738000,"4",1,1280,3900,"1","0","0","4","7",1280,0,94,2015,47.6545,-122.336,2020,4560
"10644",250000,"4",1.5,1170,9848,"1","0","0","3","7",1170,0,52,2015,47.7612,-122.234,2220,5542
"10645",338150,"5",2.25,2700,8580,"2","0","0","3","8",2700,0,23,2015,47.2087,-122.009,2420,8580
"10646",425000,"4",2.25,1800,7371,"1","0","0","3","7",1280,520,36,2015,47.7584,-122.145,1960,7675
"10647",883000,"5",2.5,3670,54450,"2","0","0","3","10",3670,0,16,2015,47.6211,-122.016,2900,49658
"10648",510000,"4",2,2350,266151,"1.5","0","0","3","7",2350,0,32,2015,47.6609,-121.892,2270,222156
"10649",950000,"5",1.75,3100,21303,"1","0","1","4","9",3100,0,53,2015,47.5847,-122.081,3480,9697
"10650",435000,"4",1,1120,9656,"1","0","0","5","7",1120,0,60,2015,47.567,-122.139,1720,9908
"10651",415000,"6",1.5,1900,10226,"1","0","0","3","7",1130,770,54,2015,47.7226,-122.227,1690,10227
"10652",439000,"3",2.5,1350,944,"2","0","0","3","9",870,480,11,2015,47.5591,-122.385,1440,1350
"10653",295832,"6",1,1410,6400,"1","0","0","5","7",960,450,60,2015,47.4207,-122.334,1400,6500
"10654",285000,"4",1.75,1560,9514,"1","0","0","4","7",1560,0,48,2015,47.4088,-122.21,1550,9600
"10655",350000,"4",1.5,1090,5003,"1","0","0","3","7",1090,0,53,2015,47.703,-122.321,1540,5279
"10656",489000,"3",2.75,1465,972,"2","0","0","3","7",1050,415,9,2015,47.621,-122.298,1480,1430
"10657",304500,"4",2.25,1790,6930,"1","0","0","3","7",1390,400,41,2015,47.3536,-122.317,1810,7420
"10658",288000,"4",1.5,1300,7313,"1","0","0","4","7",1300,0,47,2015,47.4568,-122.21,1770,8075
"10659",417000,"4",1.75,1920,9512,"1","0","0","3","8",1440,480,35,2015,47.7606,-122.167,1820,9512
"10660",615000,"4",3,1420,991,"2","0","0","3","8",1040,380,10,2015,47.6408,-122.327,1500,1301
"10661",730000,"6",3.5,3760,4857,"2","0","3","3","9",2820,940,11,2015,47.7398,-122.167,3000,5693
"10662",178500,"3",1,930,3447,"1","0","0","4","8",930,0,37,2015,47.3822,-122.318,1160,3447
"10663",3e+05,"5",2,1580,9600,"1","0","0","5","7",1050,530,50,2015,47.4091,-122.313,1710,9600
"10664",415000,"5",2.5,2170,8518,"1","0","3","3","7",1350,820,60,2015,47.5073,-122.234,1880,7680
"10665",452500,"4",1.75,2040,15695,"1","0","0","4","8",2040,0,56,2015,47.4155,-122.339,2280,14400
"10666",1010000,"5",2.75,3430,15877,"1","0","4","3","11",3430,0,10,2015,47.5364,-121.856,4080,14577
"10667",653000,"5",2.5,2160,7000,"2","0","0","4","9",2160,0,26,2015,47.5659,-122.013,2300,7440
"10668",715000,"5",2.25,2060,5649,"1","0","0","5","8",1360,700,74,2015,47.6496,-122.407,2060,5626
"10669",541000,"4",1.75,1410,4080,"1.5","0","0","4","7",1410,0,88,2015,47.6695,-122.32,1820,4080
"10670",245000,"5",1.5,1850,7547,"1.5","0","0","4","7",1850,0,55,2015,47.3714,-122.309,1730,7577
"10671",547000,"3",1,1370,10038,"1.5","0","0","4","7",1370,0,93,2015,47.719,-122.339,1610,8822
"10672",750000,"6",2.75,3330,12408,"1","0","0","3","10",1740,1590,39,2015,47.6318,-122.058,2780,12000
"10673",575000,"6",2.5,1970,12375,"1","0","0","3","8",1570,400,56,2015,47.7412,-122.354,1970,8941
"10674",216000,"4",1.75,1310,8670,"1","0","0","4","6",1310,0,31,2015,47.3156,-122.186,2622,7191
"10675",443000,"4",1.75,1640,4579,"1","0","0","4","6",1640,0,99,2015,47.7061,-122.352,1580,5040
"10676",257700,"5",2.25,1600,6202,"2","0","0","4","7",1600,0,29,2015,47.3784,-122.046,1530,6298
"10677",278000,"4",1,1230,9440,"1","0","0","3","7",1230,0,37,2015,47.4657,-121.747,1230,10296
"10678",3e+05,"4",2.5,2240,3691,"2","0","0","3","7",2240,0,12,2015,47.3364,-122.169,2619,3691
"10679",269100,"4",2.5,2190,7904,"2","0","0","3","8",2190,0,20,2015,47.2617,-122.21,2190,7669
"10680",402500,"4",1,990,10752,"1.5","0","0","4","7",990,0,86,2015,47.7648,-122.35,1820,7600
"10681",306888,"3",1.5,1010,7719,"2","0","0","3","7",1010,0,34,2015,47.5128,-122.189,1210,7719
"10682",795000,"5",2.5,2920,14210,"2","0","0","4","10",2920,0,37,2015,47.6196,-122.15,2840,13702
"10683",525000,"5",2.5,2310,5573,"2","0","0","4","9",2310,0,12,2015,47.5197,-122.2,2310,6189
"10684",1050000,"4",2.5,3470,12076,"2","0","3","3","10",2560,910,27,2015,47.5319,-122.238,3590,17677
"10685",452000,"3",1,1220,6000,"1","0","0","3","6",880,340,77,2015,47.5647,-122.27,1220,6840
"10686",350000,"4",2.25,1550,5401,"2","0","0","3","7",1550,0,15,2015,47.737,-121.967,1740,4485
"10687",410000,"5",2.5,2070,6180,"2","0","0","3","8",2070,0,8,2015,47.4915,-122.183,1250,6018
"10688",595000,"4",1.75,2060,3600,"1.5","0","0","3","7",1180,880,110,1985,47.6389,-122.371,1730,2475
"10689",499000,"4",2.5,1690,4851,"2","0","0","3","7",1690,0,11,2015,47.6795,-122.034,2330,4851
"10690",340000,"5",2.5,2550,7555,"2","0","0","3","8",2550,0,14,2015,47.2614,-122.29,2550,6800
"10691",1065000,"6",3.25,3370,7947,"2","0","0","3","10",3370,0,14,2015,47.6906,-122.202,2040,7900
"10692",460000,"5",3,2230,52983,"2","0","0","3","8",2230,0,24,2015,47.3577,-122.195,2060,8755
"10693",345000,"5",2.5,2382,5899,"2","0","0","3","8",2382,0,4,2015,47.2793,-122.295,2382,5897
"10694",280500,"4",2.25,1620,7566,"2","0","0","3","7",1620,0,25,2015,47.3566,-122.039,1470,7566
"10695",704000,"4",1,1140,6120,"1.5","0","0","3","7",1140,0,89,2015,47.6822,-122.309,1800,4080
"10696",545000,"4",2.5,2140,40173,"2","0","0","4","8",2140,0,25,2015,47.4786,-122.066,2380,43016
"10697",335000,"4",1.5,1900,7584,"1","0","0","5","7",1900,0,53,2015,47.5091,-122.19,1410,7584
"10699",420000,"4",2.75,2300,8000,"1","0","0","3","7",1430,870,50,2015,47.3293,-122.306,2070,10200
"10700",705000,"5",2,2040,5050,"1","0","0","5","7",1160,880,78,2015,47.6885,-122.324,2040,5050
"10701",274900,"5",1.75,1840,10528,"1","0","0","3","7",1210,630,25,2015,47.2987,-122.385,1620,9331
"10702",499950,"5",2.5,2860,3345,"2","0","0","3","8",2190,670,11,2015,47.7735,-122.158,2860,3596
"10703",415250,"4",1.5,1400,7550,"1","0","0","4","7",1400,0,62,2015,47.7566,-122.337,1730,7562
"10704",222000,"4",1,990,7520,"1","0","0","4","7",990,0,57,2015,47.285,-122.207,990,7440
"10705",375000,"4",2,3120,42247,"1","0","0","4","7",2150,970,35,2015,47.3925,-122.137,2100,43416
"10706",3e+05,"4",2.5,1640,5707,"2","0","0","3","7",1640,0,20,2015,47.4016,-122.209,1850,5827
"10707",456700,"4",1.75,2820,8879,"1","0","0","5","7",1540,1280,95,1957,47.5094,-122.376,1640,7850
"10708",925500,"4",2.75,1970,5200,"1.5","0","3","3","8",1970,0,100,2002,47.5374,-122.388,2140,5200
"10709",375000,"6",2.5,2840,15598,"1","0","0","4","8",1470,1370,40,2015,47.4693,-122.117,2570,14930
"10710",420000,"4",2.5,2370,15375,"2","0","2","3","9",2370,0,22,2015,47.3803,-122.147,2450,9800
"10711",575000,"4",2.5,2610,7301,"2","0","0","3","8",2610,0,11,2015,47.7614,-122.139,2460,7181
"10712",335000,"4",2,1340,1951,"1","0","0","3","6",670,670,100,2015,47.5763,-122.309,1520,2248
"10713",428000,"5",2,1300,7200,"1","0","0","3","7",1300,0,57,2015,47.6169,-122.294,1540,6600
"10714",655000,"5",2.5,3340,34238,"1","0","0","4","8",2060,1280,38,2015,47.7654,-122.076,2400,36590
"10715",738000,"4",3,2630,4896,"2","0","0","3","9",2630,0,9,2015,47.6932,-122.133,2880,4972
"10716",415000,"6",1.75,1960,3748,"1","0","0","3","7",980,980,50,2015,47.7027,-122.349,1410,3844
"10717",392000,"4",1,1090,6125,"1","0","0","4","6",790,300,70,2015,47.5343,-122.37,1050,6125
"10718",555000,"3",1,1550,4600,"1","0","0","4","7",1050,500,74,2015,47.686,-122.384,1550,4600
"10719",260000,"4",2.5,1770,2677,"2","0","0","3","7",1770,0,10,2015,47.4339,-122.194,1550,1798
"10720",392500,"4",1,1390,10500,"1.5","0","0","3","6",1390,0,75,2015,47.567,-121.893,1350,9800
"10721",912000,"4",2.5,2979,17313,"2","0","2","3","11",2979,0,22,2015,47.5503,-122.118,3890,14797
"10722",135000,"3",1,830,7609,"1","0","0","3","6",830,0,72,2015,47.5057,-122.348,1170,7609
"10723",5e+05,"4",2.75,1560,77536,"1","0","0","3","7",1400,160,37,2015,47.7695,-122.126,2210,41449
