"","MSZoning","LotShape","LandContour","LotConfig","Neighborhood","Condition2","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","Electrical","KitchenQual","Functional","GarageType","GarageFinish","PavedDrive","SaleType","SaleCondition","MasVnrType.1","BsmtFinType2.1","BsmtFinSF2","MSZoning.1","Foundation.1","BsmtExposure.1","BsmtFinType1.1","Condition1.1","Utilities.1","BsmtQual.1","LandContour.1","LandSlope.1","LotConfig.1","BsmtCond.1","Exterior1st.1","ExterQual.1"
"860","RL","IR1","Lvl","Corner","NWAmes","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Mn","BLQ","Unf","TA","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Mn","BLQ","PosA","AllPub","TA","Lvl","Gtl","Corner","TA","HdBoard","TA"
"861","RL","Reg","Lvl","Corner","Crawfor","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","Gd","TA","BrkTil","TA","TA","No","Unf","Unf","Gd","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","BrkTil","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","Wd Sdng","Gd"
"862","RL","Reg","Lvl","Inside","Sawyer","Norm","2fmCon","1Story","Hip","Plywood","HdBoard","None","TA","TA","PConc","TA","TA","Mn","BLQ","Unf","Ex","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","Mn","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"863","RL","Reg","Lvl","Corner","SawyerW","Norm","1Fam","1Story","Hip","HdBoard","Plywood","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","HdBoard","TA"
"864","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","BrkFace","Plywood","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","BrkFace","TA"
"865","FV","Reg","Lvl","Inside","Somerst","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","New","Partial","None","Unf",0,"FV","PConc","No","Unf","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"866","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"867","RL","IR1","HLS","Inside","Timber","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","Stone","Unf",0,"RL","PConc","Av","Unf","Norm","AllPub","Gd","HLS","Gtl","Inside","TA","VinylSd","Gd"
"868","RL","Reg","Lvl","Corner","Sawyer","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","Fa","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Feedr","AllPub","TA","Lvl","Gtl","Corner","TA","VinylSd","TA"
"869","RL","IR2","Lvl","Corner","Gilbert","Norm","1Fam","2Story","Gable","Plywood","Plywood","None","TA","TA","Slab","Ex","Fa","No","BLQ","ALQ","Gd","SBrkr","TA","Typ","Attchd","Unf","P","WD","Normal","None","ALQ",0,"RL","Slab","No","BLQ","Feedr","AllPub","Ex","Lvl","Gtl","Corner","Fa","Plywood","TA"
"870","RL","Reg","Lvl","Inside","SawyerW","Norm","1Fam","2Story","Gable","MetalSd","MetalSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","MetalSd","Gd"
"871","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Unf","PosN","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"872","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"873","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","1Story","Gable","WdShing","Wd Shng","None","Gd","TA","Stone","TA","TA","Av","Unf","Unf","Gd","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","Stone","Av","Unf","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","WdShing","Gd"
"874","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","None","Gd","TA","CBlock","TA","TA","No","Rec","Unf","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","Gd"
"875","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","1.5Fin","Gable","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Abnorml","None","Unf",0,"RM","CBlock","No","Unf","Artery","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"876","FV","Reg","Lvl","Inside","Somerst","Norm","1Fam","2Story","Gable","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","Ex","SBrkr","Ex","Typ","BuiltIn","Fin","Y","New","Partial","None","Unf",0,"FV","PConc","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","CemntBd","Gd"
"877","RL","Reg","HLS","Inside","Mitchel","Norm","1Fam","1Story","Gable","HdBoard","Plywood","None","TA","TA","PConc","TA","TA","Gd","ALQ","Unf","Gd","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","Gd","ALQ","Norm","AllPub","TA","HLS","Mod","Inside","TA","HdBoard","TA"
"878","RL","Reg","Lvl","Inside","NridgHt","Norm","1Fam","2Story","Hip","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","No","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"879","RL","IR1","Lvl","Inside","Sawyer","Norm","1Fam","SFoyer","Gable","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","TA","SBrkr","Gd","Min2","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Av","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"880","RL","IR1","Lvl","CulDSac","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","Gd","CBlock","TA","TA","No","ALQ","Unf","Ex","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","CulDSac","TA","VinylSd","Gd"
"881","RL","Reg","Lvl","Inside","Edwards","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Ex","Gd","No","ALQ","Unf","Gd","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","No","ALQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","Gd","VinylSd","TA"
"882","RL","IR1","Lvl","CulDSac","Timber","Norm","1Fam","1.5Fin","Gable","HdBoard","HdBoard","BrkFace","Gd","Gd","CBlock","Gd","TA","Mn","LwQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","Mn","LwQ","Norm","AllPub","Gd","Lvl","Gtl","CulDSac","TA","HdBoard","Gd"
"883","RL","IR1","Lvl","Corner","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","Gd","SBrkr","TA","Typ","BuiltIn","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","TA"
"884","RL","Reg","Bnk","Inside","SWISU","Norm","1Fam","2.5Fin","Gable","Wd Sdng","Wd Sdng","None","Gd","TA","PConc","TA","Fa","No","Unf","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","TA","Bnk","Gtl","Inside","Fa","Wd Sdng","Gd"
"885","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"886","FV","IR1","Lvl","CulDSac","Somerst","Norm","TwnhsE","1Story","Gable","MetalSd","MetalSd","BrkFace","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","CWD","Abnorml","BrkFace","Unf",0,"FV","PConc","Av","GLQ","Norm","AllPub","Ex","Lvl","Gtl","CulDSac","TA","MetalSd","Gd"
"887","RL","Reg","Lvl","Corner","NAmes","Norm","Duplex","1Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","LwQ","Unf","Ex","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Family","BrkFace","Unf",0,"RL","CBlock","No","LwQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"888","RL","IR1","Lvl","Inside","Edwards","Norm","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","Gd","PConc","TA","TA","No","Unf","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"889","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Flat","Wd Sdng","Wd Sdng","None","Gd","Gd","PConc","TA","Gd","Gd","ALQ","Rec","Ex","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","None","Rec",823,"RL","PConc","Gd","ALQ","Norm","AllPub","TA","Lvl","Mod","Inside","Gd","Wd Sdng","Gd"
"890","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","Ex","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Feedr","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"891","RL","Reg","Lvl","Corner","NAmes","Norm","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","Mn","Unf","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Mn","Unf","Artery","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"892","RL","Reg","Lvl","Inside","Sawyer","Norm","1Fam","2Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","LwQ","Rec","Gd","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Rec",500,"RL","CBlock","No","LwQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"893","RL","Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","GLQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","GLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"894","RL","Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Gable","Wd Sdng","Plywood","None","TA","TA","PConc","Gd","TA","Mn","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","Mn","BLQ","PosN","AllPub","Gd","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"895","RL","Reg","Bnk","Inside","SawyerW","Norm","Duplex","1Story","Gable","Plywood","Plywood","None","TA","TA","Slab","Ex","Gd","Mn","BLQ","GLQ","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Alloca","None","GLQ",0,"RL","Slab","Mn","BLQ","Norm","AllPub","Ex","Bnk","Gtl","Inside","Gd","Plywood","TA"
"896","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","2Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"897","RM","Reg","Lvl","Inside","IDOTRR","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","ALQ","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Abnorml","None","Unf",0,"RM","BrkTil","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"898","RL","Reg","Lvl","Inside","SawyerW","Norm","Duplex","2Story","Gable","Plywood","Plywood","None","TA","TA","Slab","Fa","Fa","Mn","GLQ","ALQ","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Alloca","None","ALQ",0,"RL","Slab","Mn","GLQ","Feedr","AllPub","Fa","Lvl","Gtl","Inside","Fa","Plywood","TA"
"899","RL","IR1","Lvl","Inside","NridgHt","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","New","Partial","Stone","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Ex"
"900","RL","Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Gable","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","BLQ","Feedr","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"901","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"902","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","Mn","BLQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Mn","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"903","RL","Reg","Lvl","Inside","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"904","RL","IR1","HLS","CulDSac","Gilbert","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","BrkFace","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","HLS","Gtl","CulDSac","TA","VinylSd","Gd"
"905","RL","IR1","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Gable","HdBoard","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","GLQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","GLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"906","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","Stone","TA","TA","CBlock","TA","TA","No","Rec","LwQ","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","Stone","LwQ",290,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"907","RL","IR1","Lvl","Corner","Somerst","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"908","RL","IR1","Lvl","Inside","Crawfor","Norm","1Fam","1.5Fin","Gable","BrkFace","BrkFace","None","Gd","TA","CBlock","Gd","TA","No","Rec","Unf","Gd","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","BrkFace","Gd"
"909","RL","IR1","Low","Inside","Mitchel","Norm","1Fam","1Story","Gable","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","Av","BLQ","ALQ","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","ALQ",324,"RL","CBlock","Av","BLQ","Norm","AllPub","Gd","Low","Mod","Inside","TA","HdBoard","TA"
"910","RL","IR2","Lvl","Inside","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"911","RL","Reg","Lvl","Corner","NAmes","Norm","Duplex","2Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","Unf","TA","FuseA","TA","Typ","Detchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","Rec","Feedr","AllPub","TA","Lvl","Gtl","Corner","TA","MetalSd","TA"
"912","RL","IR1","Lvl","CulDSac","CollgCr","Norm","1Fam","1Story","Gable","HdBoard","Plywood","None","TA","TA","CBlock","Gd","Gd","Av","ALQ","Unf","TA","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Av","ALQ","Norm","AllPub","Gd","Lvl","Mod","CulDSac","Gd","HdBoard","TA"
"913","RM","Reg","Lvl","Inside","BrkSide","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Rec","Unf","TA","SBrkr","TA","Min1","Detchd","Unf","Y","WD","Abnorml","None","Unf",0,"RM","BrkTil","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"914","RH","Reg","HLS","Inside","Crawfor","Norm","Duplex","2Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","TA","FuseA","TA","Typ","2Types","Unf","Y","WD","Normal","None","Unf",0,"RH","CBlock","No","BLQ","Norm","AllPub","TA","HLS","Gtl","Inside","TA","MetalSd","TA"
"915","FV","Reg","Lvl","Inside","Somerst","Norm","TwnhsE","2Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","Ex","SBrkr","Gd","Typ","Detchd","RFn","Y","New","Partial","Stone","Unf",0,"FV","PConc","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"916","RM","Reg","Lvl","Inside","MeadowV","Norm","Twnhs","2Story","Gable","CemntBd","CmentBd","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","Fa","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RM","CBlock","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","CemntBd","TA"
"917","C (all)","Reg","Lvl","Inside","IDOTRR","Norm","1Fam","1Story","Gable","AsbShng","AsbShng","None","TA","TA","CBlock","TA","TA","Av","BLQ","Unf","TA","FuseA","TA","Typ","Detchd","Unf","Y","WD","Abnorml","None","Unf",0,"C (all)","CBlock","Av","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","AsbShng","TA"
"918","RL","Reg","Lvl","Inside","Edwards","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","Ex","FuseA","TA","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","VinylSd","TA"
"919","RL","IR1","Lvl","Corner","SawyerW","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","None","Gd","TA","PConc","Ex","TA","Mn","BLQ","GLQ","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","GLQ",634,"RL","PConc","Mn","BLQ","Norm","AllPub","Ex","Lvl","Gtl","Corner","TA","HdBoard","Gd"
"920","RL","IR1","Lvl","Corner","NAmes","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","None","Ex","TA","CBlock","Gd","TA","No","ALQ","BLQ","Ex","SBrkr","TA","Min1","Attchd","Unf","Y","WD","Normal","None","BLQ",411,"RL","CBlock","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","MetalSd","Ex"
"921","RL","IR1","Lvl","Inside","SawyerW","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","Gd","Gd","PConc","Gd","Gd","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","Gd","HdBoard","Gd"
"922","RL","Reg","Lvl","Inside","Edwards","Norm","Duplex","1.5Fin","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","Gd","SBrkr","TA","Typ","Attchd","RFn","N","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Feedr","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"923","RL","Reg","Lvl","Inside","Gilbert","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","New","Partial","None","Unf",0,"RL","PConc","No","GLQ","RRAn","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"924","RL","Reg","Lvl","Inside","SawyerW","Norm","TwnhsE","1Story","Gable","Plywood","Plywood","None","Gd","TA","PConc","Gd","TA","No","LwQ","GLQ","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","GLQ",841,"RL","PConc","No","LwQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","Plywood","Gd"
"925","RL","Reg","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Gable","Plywood","Plywood","BrkFace","TA","Gd","CBlock","Gd","TA","No","BLQ","LwQ","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","LwQ",1061,"RL","CBlock","No","BLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","Plywood","TA"
"926","RL","IR1","Lvl","Corner","NWAmes","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","Av","ALQ","LwQ","TA","SBrkr","Ex","Typ","Attchd","RFn","Y","WD","Abnorml","None","LwQ",93,"RL","PConc","Av","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","TA"
"927","RL","Reg","Lvl","Inside","NridgHt","Norm","1Fam","2Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Ex","Typ","BuiltIn","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"928","RL","Reg","Lvl","Inside","NWAmes","Norm","1Fam","2Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","Unf","Gd","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","BLQ","Feedr","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"929","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","Ex","SBrkr","Ex","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","Av","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"930","RL","IR1","Lvl","Corner","Gilbert","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","Unf","Unf","Gd","SBrkr","Gd","Typ","BuiltIn","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","HdBoard","TA"
"931","RL","IR1","HLS","Inside","Timber","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","Gd","HLS","Gtl","Inside","TA","VinylSd","Gd"
