"","racepctblack","racePctWhite","medIncome","pctWWage","pctWInvInc","pctWPubAsst","medFamInc","perCapInc","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctOccupMgmtProf","MalePctDivorce","FemalePctDiv","TotalPctDiv","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctKidsBornNeverMar","PctLargHouseFam","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","PctHousOwnOcc","PctVacantBoarded","PctHousNoPhone","PctWOFullPlumb","MedRentPctHousInc","LemasPctOfficDrugUn","murdPerPop","rapes","rapesPerPop","robbbPerPop","assaultPerPop","burglaries","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"855",0.16,98.09,41129,77.93,52.97,4.36,47847,17341,4.21,5.57,17.8,18.27,4.54,60.04,25.51,6.45,10.11,8.39,81.68,80.79,87.82,84.71,0.92,3.13,81.66,1.23,34.29,3,76.91,0.89,0.84,0.33,24,0,0,3.51958582796087,14.2710354713994,15.07,75.34,47,236.07,1597.27,165.75,25.11,158.990402199795,2024.21
"856",27.36,70.32,24712,77.02,32.14,6.77,27983,12393,17.05,10.6,27.62,20.05,5.75,63.5,24.71,12.87,17.18,15.16,54.99,49.18,67.85,49.76,8.47,3.9,39.47,2.61,50.1,2,40.07,3.12,10.53,0.31,25.2,0,4.47,31,138.62,496.36,1569.56,556,2486.25,8044.54,621.56,102.85,2209.01,11255.2
"857",38.46,60.07,18619,69.19,28.55,14.08,24047,10086,24.78,13.46,33.24,14.5,8.15,49.25,24.61,14.85,17.68,16.38,52.76,45.86,56.04,59.71,5.66,6.76,56.77,5.76,48.22,3,56.26,3.05,14.76,2.56,29.1,0,9.81,5,49.07,323.88,1737.17,275,2698.99,9745.8,549.61,29.44,2119.93,13023.85
"858",8.05,90.21,22634,75.92,42.2,5.92,31773,12254,18.04,11.47,22.96,24.32,6.44,59.54,26.84,8.39,11.02,9.82,74.17,70.44,76.83,78.74,3.44,3.47,62.82,1.54,50.88,2,57.35,2.11,6.91,0.71,28.4,0,5.52,10,27.59,115.87,182.07,266,733.81,4847.03,306.22,5.52,331.04,5892.58
"859",4.96,93.83,17058,65.31,31.71,10.51,25111,9752,20.8,24.59,45.4,9.82,7.05,54.54,16.56,11.94,15.68,14.03,65.66,62.3,70.3,75.25,1.95,2.44,60.08,1.92,50.19,2,58.02,1.82,15.62,0,25.7,0,8.14,6,48.83,65.1,878.91,195,1586.91,3841.15,830.08,73.24,1000.98,6331.38
"860",4.41,84.78,25556,85.65,37.97,4.51,26760,11252,8.4,4.32,12.44,17.41,5.35,66.64,20.97,6.41,10.56,8.52,84.09,84.04,90.19,80.05,0.88,4.51,38.35,5.91,45.28,3,39.84,0.5,0.97,0.21,26.3,0,0,11,57.85,5.26,36.81,56,294.52,2960.98,73.63,26.3,99.93,3355.42
"861",5.29,92.35,51129,83.87,63.78,3.86,53505,19389,2.34,4.97,14.58,27.88,4.1,63.29,34.63,3.84,5.97,4.94,88.97,84.74,96.45,87.74,0.67,5.6,96.1,0.84,9.6,3,95.74,2.73,0.42,0,30.7,0,6.7,2,13.4,147.39,80.4,94,629.77,1815.62,549.38,0,247.89,2994.77
"862",3.69,81.15,44700,81.08,46.24,5.62,48519,17446,4.87,5.49,18.63,17.67,4.33,65.69,27.24,9.06,12.44,10.79,79.31,74.38,91.75,79.65,1.84,6.27,71.44,7,38,3,72.06,0.58,0.87,0.18,26.6,0,3.76,22,27.56,343.29,612.67,697,873.27,2579.72,1702.69,36.33,987.28,5192.01
"863",0.23,98.84,66844,76.57,74,1.81,78324,40584,1.33,1.52,4.07,62.14,2.86,55.72,54.94,3.84,7.32,5.69,87.75,88.64,98.39,84.76,0,2.93,96.12,0.23,13.76,3,95.52,0,0,0.18,22.5,0,0,4.24167079408448,16.3667136363068,39.2,107.79,21,205.78,2028.42,205.78,0,116.861942550833,2439.98
"864",0.21,97.61,25710,72.86,55.77,7.3,31250,12319,9.09,10.43,24.22,11.19,4.57,62.12,16.89,7.17,8.32,7.78,78.87,78.65,79.18,80.68,1.22,3.86,74.79,1.47,36.07,3,71.53,1.2,2.48,0.37,22.4,0,0,0,0,15.04,30.09,48,361.07,2399.58,82.74,15.04,45.13,2858.43
"865",3.21,91.44,44218,79.35,69.59,0.84,71989,31122,4.57,1.23,3.63,66.98,2.74,59.07,53.69,6.66,10.5,8.73,75.93,77.26,88.16,80.22,0.81,2.43,59.34,0.61,53.05,2,49.93,0.96,0.2,0,21.8,0,0,0,0,137.44,217.01,137,991.03,3421.59,311.05,7.23,354.46,4730.9
"866",29.71,68.79,21078,70.66,31.43,10.51,27045,11973,18.65,17.74,36.57,17.51,7.38,53.97,24.5,12.5,15.58,14.22,60.37,53.92,64.53,61.7,6.34,4.5,53.09,2.84,54.74,2,51.38,5.77,11.16,0.73,25.5,0,18.84,6,18.84,295.2,1551.36,807,2534.31,6048.43,518.17,59.67,1884.24,9160.57
"867",1.53,97.96,20695,66.54,37.76,11.6,26610,10398,18.03,9.35,26.66,9.48,8.18,51.99,18.98,8.95,11.97,10.62,69.65,67.65,74.13,76.65,3.16,4.14,69.29,1.07,37,3,66.08,1.79,3.84,0.7,28.6,0,0,16,30.41,76.02,203.35,417,792.5,1687.64,186.25,41.81,309.78,2708.2
"868",1.12,94.03,35140,76.74,44.19,7.91,39344,14639,7.84,3.49,13.72,20.63,4.02,67.09,25.94,10.89,14.39,12.7,76,74.14,82.98,75.04,1.27,5.17,66.2,4.77,46.2,3,63.3,1.02,2.11,0.43,28.6,0,0,11,45.17,53.38,234.06,269,1104.59,2357,160.14,24.64,332.61,3646.37
"869",0.72,96.34,43929,93.09,50.41,1.99,48159,16652,2.7,1.61,6.8,29.74,4.34,79.76,31.85,8.42,12.03,10.29,80.65,81.85,90.28,87.17,1.14,3.75,87.38,1.89,41.46,3,84.48,0.94,0.97,0.12,21.8,0,0,5.55990665681856,21.2928947764735,14.95,22.42,35,261.6,904.4,171.91,7.47,155.614692807665,1345.39
"870",17.79,80.27,25716,73.4,35.57,11.32,35180,13377,11.85,8.57,27.33,12.81,8.95,52.37,18.94,13.11,16.53,14.83,62.17,57.7,67.82,67.52,5.34,5.76,63.26,2.94,57.38,2,56.17,3.41,5.23,0.52,28.2,0,5.26,28.6961922640076,45.0528937434833,326.35,857.99,212,1115.91,3910.94,173.7,31.58,642.286335690503,5232.13
"871",0.16,97.46,33628,85.93,34.75,3.94,36092,12339,6.62,5.75,23.97,11.33,6.25,65.69,22.17,8.49,13.01,10.84,81.18,77.51,92.02,79.74,0.58,3.71,73.23,2.74,21.15,3,72.34,4.36,3.71,0.12,25.5,0,5.41,3,16.24,32.48,113.67,135,730.72,2159.68,178.62,43.3,167.79,3112.31
"872",3.31,95.22,44747,87.49,59.35,1.24,53472,21961,3.04,0.93,5.76,45.77,2.42,70.72,45.09,6.93,11.47,9.36,84.41,84.43,94.07,86.33,0.49,2.32,68.12,0.74,38.43,3,60.63,0.51,0.36,0.07,19.6,0,4.73,7,16.55,99.29,87.47,299,706.82,2848.57,309.68,12.8499360372309,208.03,3145.04404153295
"873",8.04,86.58,51035,84.63,62.37,2.67,59807,23605,3.72,5.16,12.38,44.47,3.01,66.75,45.77,5.51,9.18,7.48,82.67,80.14,94.59,84.8,2.18,3.5,75.94,1.21,36.04,3,72.25,1.31,0.18,0.08,25.6,0,3.77,5,18.87,86.78,154.7,203,765.95,4354.22,2263.89,15.09,264.12,7399.16
"874",0.24,98.43,52783,82.4,62.36,2.65,60921,21074,2.1,2.46,8.1,36.72,5.21,68.8,40.57,4.7,7.32,6.07,87.76,87.03,98.68,87.12,0.53,4.8,87.18,0.59,28.9,3,81.35,0.58,0.35,0.37,25.1,0,0,3,12.84,12.84,81.31,107,457.89,808.8,111.26,0,106.98,1377.95
"875",3.21,93.44,35989,79.89,42.09,3.71,45050,18629,6.99,4.71,18.67,21.15,4.35,68.87,25.31,11.13,13.07,12.11,69.84,67.26,75.63,69.91,1.68,3.82,56.14,2.59,43.62,3,56.17,1.51,2.41,0.25,27.7,0,0,2,16.59,33.17,298.56,162,1343.51,3839.77,174.16,24.88,348.32,5382.32
"876",0.55,97.81,45165,84.64,44.98,3.98,48506,16508,3.26,8.64,22.94,16.22,8.24,68.48,26.74,7,9.23,8.14,82.98,80.66,95.93,77.72,0.81,4.84,80.66,1.31,44.81,3,76.38,3.48,1.05,0.19,22.8,0,0,7,26.38,56.53,203.5,250,942.12,1872.93,949.65,0,286.4,3764.7
"877",23.44,72.2,21946,70.07,40.51,8.29,28932,10329,17.24,20.26,35.7,15.58,4.7,54.42,23.79,6.81,9.95,8.53,67.85,63.25,76.55,74.2,5.49,4.69,61.34,5.01,50.88,2,60.72,2.6,10.34,0.5,24.4,0,0,8,62.56,78.2,602.17,146,1141.78,4402.91,211.15,46.92,742.94,5802.77
"878",2.64,93.3,25363,72.26,37.19,11.42,31659,11997,13.92,19.97,43.81,9.12,9.35,57.82,16.95,9.63,12.53,11.19,65.13,63.23,66.58,70.17,4.61,3.89,40.63,2.34,60.04,2,35.47,1.29,7.44,0.59,26.7,0,2.47,11,27.18,66.72,257.01,238,588.16,1547.02,289.14,19.77,353.39,2444.09
"879",7.07,71.04,45820,83.62,50.06,4.48,49619,18000,3.69,3.79,14.57,20.42,4.48,68.21,26.51,9.2,12.96,11.16,78.48,73.62,86.75,83.62,1.12,4.79,77.43,5.29,30.65,3,77.22,2.53,1.34,0.15,28,0,0,2,10.78,334.29,458.3,225,1213.13,3084.06,797.97,59.31,803.36,5154.47
"880",8.49,84.84,39603,83.86,55.6,3.41,51820,20977,5.83,5.94,15.25,48.52,5.21,70.81,49.05,7.36,10.41,8.98,78.65,78.1,93.71,72.12,2.25,3.82,49.15,2.42,61.27,2,41.15,2.14,0.8,0.16,26.2,0,0,0,0,38.58,46.3,70,540.12,1651.23,54.01,7.72,84.88,2253.09
"881",5.64,88.49,26037,72.34,31.73,6.44,31757,12064,14.9,12.65,31.22,13.23,8.64,55.53,22.49,8.99,11.97,10.6,78.2,73.49,87.05,86.54,2.06,6.14,67.14,4.65,47.03,3,67.82,1.01,11.5,0.52,24.5,0,12.68,1,4.23,38.05,291.75,208,879.49,4959.83,181.82,33.83,346.72,6054.97
"882",54.84,44.01,22674,75.99,25.63,11.85,27178,11682,22.96,10.89,29.57,17.48,8.71,57.95,24.05,13.21,17.43,15.52,52.18,44.33,58.45,52.9,11.62,7.36,57.77,5.49,51.48,2,55.15,12.56,5.64,0.53,27.1,8.68,31.99,725,117.13,866.91,617.79,15314,2474.07,3785.9,2146.92,94.51,1633.81,8501.39
"883",4.6,92,35228,81.97,49.54,4.27,38400,15346,5.04,5.67,15,27.6,4.74,69.67,34.26,6.58,9.5,7.94,84.78,84.5,89.77,83.64,1.51,3.67,49.34,1.69,44.66,3,49.67,0.77,0.74,0.48,28.2,0,0,5,25.22,25.22,736.44,43,216.9,1780.58,116.02,20.18,786.89,2133.67
"884",1.26,84.15,14316,63.32,29.89,13.97,20606,9334,29.11,14.32,31.14,23.89,10.5,49.17,25.47,10.54,15.08,13.01,67.42,61.49,70.05,67.58,1.19,3.27,55.27,3.17,54.1,2,54.26,2.53,15.75,0.68,30.3,0,15.02,3,22.53,30.04,292.9,173,1299.29,4318.44,368.01,37.55,360.5,6023.28
"885",3.73,87.56,18501,82.19,41.03,2.98,31197,10747,26.41,4.35,10.45,44.3,6.22,56.42,34.67,5.42,8.89,7.13,77.3,76.24,85.43,81.34,1.63,2.48,44.89,2.2,60.43,2,39.71,0.94,5.05,0.16,35.1,0,5.3,16,42.39,39.74,180.16,294,778.93,2861.38,111.28,47.69,267.59,3799.28
"886",1.16,92.53,54497,89.15,51.8,1.98,65085,33510,5.55,0.7,4.11,55.06,1.87,83.81,51.79,13.74,15.09,14.35,71.05,70.77,91.18,61.36,2.07,1.77,45.7,2.25,70.99,2,40.85,0.39,0.58,0.38,23.4,0,5.28,3,15.83,174.11,342.95,281,1482.61,3139.34,902.23,26.38,538.17,5550.57
"887",38.95,60.35,21581,70,29.62,8.63,28031,11668,18.5,18.32,38.79,15.26,6.23,53.76,23.38,12.26,15.39,14.04,56.34,49.98,50.58,55.87,6.82,3.88,59.19,3.24,53.01,2,58.15,0.95,9.04,0.82,23.2,0,15.86,4,31.73,214.17,237.96,226,1792.65,5901.48,309.35,39.66,499.72,8043.15
"888",0.72,97.66,36906,86,52.82,1.87,42160,15018,3.67,5.87,17.23,21.89,3.4,70.42,27.4,6.32,9.15,7.82,83.48,84.95,85.25,88.02,1.86,4.92,78.17,1.35,39.84,3,72.12,0,0.34,0.2,20.4,0,11.73,5.73892526486676,21.8835048890273,41.07,58.67,90,528.05,2810.37,140.81,17.6,144.005354503832,3496.83
"889",0.27,94.75,21579,69.71,37.59,8.69,26411,11240,17.44,7.53,23.06,13.82,9.82,52.58,23.49,13.4,16.96,15.27,66.58,63.44,72.64,66.73,1.1,3.78,58.24,3.25,52.9,2,57.47,3.84,5.88,0.24,25.4,0,0,6,34.04,85.11,79.43,253,1435.46,4834.04,380.14,34.04,198.58,6683.69
"890",2.19,86.95,34205,75.6,43.65,4.29,38177,14059,7.87,5.6,16.54,16.87,4.62,59.93,25.07,7.77,10.44,9.19,82.45,79.37,89.07,81.49,1.85,5.62,83.9,4.32,49.04,3,82.89,1.49,2.22,0.11,33.3,0,5.51,16,22.04,42.7,340.22,691,951.79,2422.87,238.29,16.53,410.47,3629.48
"891",1.53,97.3,25021,73.41,38.26,6.17,30901,12301,10.19,9.68,27.58,12.52,5.06,60.67,17.81,11.68,15.22,13.56,71.67,70.65,77.17,78.06,2.13,4.35,66.47,2.29,51.34,2,63.46,3.91,6.43,0.19,22.3,0,4.33,5,21.63,51.91,1198.3,143,618.62,3893.41,250.91,8.65,1276.17,4771.59
"892",0.78,96.6,50916,88.65,60.49,1.77,56332,20217,2.3,2.44,10.46,30.22,3.59,70.84,35.96,6.04,7.46,6.77,89.99,89.26,95.83,92.84,0.79,4.1,88.1,0.72,24.91,3,82.36,1.96,0.48,0.19,24.6,0,0,2,5.29,42.32,10.58,181,478.8,1415.23,166.65,23.81,58.2,2084.49
"893",0.37,98.93,42386,80,53.73,5.49,52279,20175,5.29,4.48,13.23,33.6,6.32,66.04,40.7,7.61,10.81,9.31,80.99,78.87,92.25,80.06,2.07,3.24,74.69,0.73,44.27,3,68.61,0.84,1.11,0.21,24.1,0,0,0,0,0,143.18,30,238.63,1646.52,103.4,0,143.18,1988.55
"894",17.85,74.61,26339,77.69,38.46,13.1,31587,12205,19.56,6.92,22.07,18.3,8.43,62.69,23.92,12.84,17.48,15.33,59.48,57.34,67.22,62.37,6.94,6.02,58.32,3.38,51.63,2,55.41,5.65,5.79,0.33,27.1,11.6,11.64,84.0932423868414,66.7536213708402,251.13,886.44,1372,1140.9,4403.11,582.09,71.51,963.808977910028,6197.61
"895",8.16,85.38,43244,81.37,45.11,5.35,50718,17163,4.88,4.51,15.28,21.81,6.41,65.87,27.11,6.26,8.55,7.48,82.39,79.16,91.99,79.67,1.41,6.13,76.92,2.09,39.98,3,70.89,1.89,0.63,0.37,28.1,0,0,4,12.9,51.62,141.95,238,767.82,1719.52,729.1,12.9,206.47,3229.34
"896",42.19,49.31,18548,65.65,28.39,11.56,23155,9706,28.12,16.7,34.55,10,12.78,47.42,17.46,12.31,15.36,13.95,61.16,57.16,65.77,65.58,3.93,8.34,66.27,6.47,56.65,2,65.01,8.01,9.37,0.78,26.9,5.56,13.36,18,30.05,410.67,1190.28,1404,2343.83,4008.21,1248.71,91.82,1644.35,7692.56
"897",96.67,2.68,15531,72.45,16.81,12.42,21123,7554,36.18,13.67,27.97,27.59,16.51,42.6,31.01,8.28,13.42,11.2,38.55,29.93,31.73,32.61,16.95,9.64,52.44,6.53,45.28,3,51.82,9.74,11.96,0.91,35.1,0,16.34,9,73.53,147.06,1045.75,492,4019.61,4256.54,245.1,24.51,1282.68,8545.75
"898",4.86,92.15,52205,89.48,51.73,1.8,61296,24080,3.32,2.64,7.71,45.56,2.64,74.91,39.1,8.31,12.59,10.52,83.42,83.14,93.35,85.39,0.88,3.1,73.33,1.21,33.23,3,67.77,0.09,1.21,0.12,24.4,0,7.14,5,8.92,73.16,105.27,389,694.1,2833.49,310.47,17.84,194.49,3855.9
"899",1.23,98.13,21144,67.83,38.14,10.31,26313,10276,19.15,6.65,27.14,6.4,10.91,50.27,16.36,9.27,11.28,10.34,75.57,72.89,76.4,77.49,1.66,4.47,70.17,1.38,39.22,3,69.92,5.08,6.7,0.52,24.8,0,7.54,4,30.14,15.07,45.21,72,542.58,1808.59,97.97,0,97.97,2449.13
"900",5.58,93.87,43148,51.89,68.55,2.61,58498,41358,6.19,3.29,11.17,38.01,2.99,40.52,37.37,8.59,10.01,9.37,71.15,67.01,78,70.77,0.89,1.43,79.16,1.38,57.29,2,78.44,0.15,2.16,0.07,26.4,5.92,0,7,32.41,175.95,333.38,308,1426.12,4083.9,407.46,4.63,541.74,5922.12
"901",9.34,87.88,26710,78.76,39.84,2.27,33892,16502,12.63,5.57,20.04,15.76,4.21,67.13,24.3,16.51,19.26,17.92,65.35,63.85,73.64,59.11,3.18,4.12,59.68,4.81,68.26,2,57.68,1.81,5.45,0.2,29.4,0,16.61,4,33.21,381.93,406.84,251,2084.03,6252.08,1062.77,8.3,838.59,9407.17
"902",23,66.37,20594,75.83,23.64,11.17,22980,9757,29.91,22.93,44.42,8.52,7.11,59.99,13.8,13.12,16.82,14.95,54.14,47.75,54.12,50.57,14.15,10.2,35.32,18.26,75.77,2,38.68,3.16,17.87,0.13,30.2,0,12.86,30,128.6,1088.77,2134.68,1084,4646.58,7955.76,1371.68,34.29,3364.91,14008.32
"903",3.18,87.82,39087,87.7,46.65,4.61,44012,16258,7.18,3.58,13.13,26.67,4.84,71.8,40.96,11.65,13.45,12.53,78.24,75.91,82.11,72.95,1.55,5.58,61.32,4.37,38.09,3,60.47,0.56,3.78,0.1,23.7,0,10.15,7,23.69,54.15,612.62,280,947.71,2301.57,162.46,192.93,700.63,3604.67
"904",0.99,90.64,36716,90.93,43.46,3.17,41945,15456,6.62,3,11.6,23.76,4.19,77.03,28.8,11.23,15.41,13.38,77.78,76.3,87.56,75.13,1.77,4.17,70.31,2.61,41.24,3,65.23,0.39,1.67,0.13,24.2,6.67,2.26,16,18.11,54.33,245.6,703,795.66,3601.42,393.87,19.24,320.3,4810.2
"905",0.12,70.23,15605,70.42,19.24,19.16,16656,5561,44.47,44.56,58.41,8.43,16.97,42.14,17.61,5.04,9.89,7.6,75.24,68.47,81.58,75.25,3.07,22.95,72.25,29.29,63.69,2,72.85,5.65,16.21,5.33,27.4,0,5.37,14,37.57,182.48,654.79,669,1795.3,6394.91,874.84,99.29,880.21,9164.34
"906",7.67,81.28,19906,64.95,31.92,10.84,24301,10560,19.95,13.4,34.63,11.75,9.04,45.81,25.25,13.77,15.2,14.52,68.46,63.98,86.03,67.75,2.11,2.9,66.91,1.81,45.65,3,67.39,2.69,10.29,0.06,24.6,0,0,6,33.84,33.84,361.01,172,970.22,2786.55,270.76,50.77,428.7,4078.29
"907",0.04,98.85,24091,71.82,51.14,5.88,30546,12032,11,12.48,23,15.97,4.67,59.85,24.25,7.88,10.2,9.14,78.26,78.61,75.3,87.16,1.39,2.91,78.51,0.78,42.31,3,72.27,1.1,2.08,0.16,22.9,0,0,8.1694164853428,50.3283462794844,8.93,116.09,121,1080.55,4429.36,223.25,26.79,226.030290981522,5759.96
"908",1.17,96.11,39735,79.51,49.27,4.84,50103,17860,6.68,9.71,23.82,17.92,5.73,61.91,27.33,8.1,11.22,9.8,77.04,77.76,86.2,81.64,1.57,3.64,72.32,1.14,40.29,3,63.62,0,1.11,0.13,23,0,7.37,6.72919201673775,23.3598489107483,0,7.37,37,272.86,1578.17,213.86,0,237.285234354358,2064.9
"909",2.2,61.55,29492,76.8,34.64,13.18,32170,12118,16.82,18.87,34.29,10.7,7.78,60.36,17.07,9.28,13.9,11.62,71.8,66.35,76.77,73.96,3.62,13.17,51.4,16.83,52.39,2,53.83,0.16,3.32,0.54,29.9,0,1.51,39,58.86,267.12,446.7,910,1373.32,4934.88,368.23,12.07,774.19,6688.5
"910",1.45,96.2,28242,77.67,41.65,5.16,34010,13208,9.52,6.88,21.65,13.74,5.46,63.81,20.94,11.28,14.72,13.12,74.41,70.86,83.76,73.87,1.48,3.39,70.33,1.82,45.81,3,67.11,1.97,3.19,0.31,25.1,3.87,3.55,51,45.28,121.62,411.04,1372,1218.02,3830.72,760.82,25.75,581.49,5835.3
"911",15.37,83,25007,76.08,37.54,5.61,31552,12845,10.6,18.01,35.02,18.81,4.05,56.38,29.55,11.03,15.79,13.62,65.71,61.77,77.52,64.88,3.43,2.3,62.05,1.37,52.49,2,59.99,1.96,6.61,0.4,19.6,0,0,4,22.63,124.46,356.4,246,1391.64,4955.59,220.63,11.31,503.48,6579.17
"912",1.41,96.17,47335,81.77,59.46,2.9,54903,22632,3.66,3.26,11,36.01,4.07,66.59,39.91,6.73,8.93,7.89,86.23,85.68,91.5,87.78,0.96,3.92,85.06,0.77,32.07,3,79.93,2.45,1.69,0.42,24.2,0,4.29,3,12.87,60.07,34.33,141,605.02,3376.96,381.89,12.87,111.56,4376.74
"913",1.74,86.14,28266,73.22,41.02,11.52,30861,12820,12.68,8.02,23.14,15.25,5.63,62.73,18.35,13.31,18.82,16.16,65.83,63.69,79.37,72.15,3.46,5.9,44.32,8.83,67.98,2,46.63,0.92,1.46,0,29.3,0,0,9,73.81,41,344.43,119,975.89,2091.19,254.22,24.6,459.24,3345.91
"914",0.14,97.38,25711,73.89,44.24,5.14,31786,12828,11.33,6.74,19.14,16.31,6.42,60.07,22.16,11.51,13.11,12.34,76.57,75.97,81.69,84.6,1.02,3.39,69.17,1.59,45.7,3,64.96,2.41,3.53,0.19,22.9,0,12.95,12,38.84,12.95,168.32,183,592.37,3172.24,178.03,74.45,233.06,4017.09
"915",6.94,90.21,46573,86.77,50.83,2.25,50825,17182,1.88,4.68,18.14,23.04,4.38,69.24,31.05,5.92,8.85,7.42,82.62,79.91,84.08,81.65,2.43,5.15,81.95,1.24,29.21,3,77.14,0.7,1.46,0.32,27.1,0,7.41,5,37.07,96.38,237.25,61,452.25,2179.72,370.7,22.24,378.11,3024.91
"916",10.09,88.84,27597,77.22,50.58,3.87,37862,15701,9.67,10.26,21.93,27.48,4.81,59.78,34.6,11.27,12.62,11.96,76,74.5,82.03,77.56,2.08,3.32,66.71,1,45.59,3,59.51,1.25,3.97,0.2,22.8,0,0,4,10.74,69.79,136.91,231,620.1,3419.95,163.75,21.48,217.44,4225.28
"917",17.67,80.17,20830,68.73,31.72,16.76,25355,10410,24.71,9.08,28.48,10.77,11.02,53.44,19.41,15.04,18.69,17.02,54.76,52.97,56.89,64.39,6.57,6.52,58.67,2.4,48.01,3,55.81,4.24,9.45,0.47,27.6,0,12.67,43.2870030194474,85.7693939689642,187.57,3155.81,359,909.99,4484.04,390.36,58.3,1901.35059484612,5842.69
"918",4.27,94.32,27081,70.27,44.91,5.86,33344,15080,10.68,7.35,23.48,17.35,7.1,54.14,26,8.13,10.88,9.6,78.4,76.87,87.17,75.7,1.15,3.65,76.21,1.13,38.22,3,70.92,1.41,2.82,0.37,23.9,0,14.88,5,37.21,133.96,52.09,71,528.39,2701.5,893.06,22.5181784271608,238.15,2912.56218500177
"919",1.28,73.45,38020,79.41,41.03,6.38,44224,17874,7.75,7.8,20.35,20.85,4.84,62.04,28.37,9.23,13.77,11.58,73,67.04,82.31,73.2,3.48,7.52,58.88,10.12,53.28,2,57.73,1.96,2.45,0.34,28.4,0,5.18,15,15.53,181.19,251.59,810,838.65,2139.07,511.47,16.57,453.49,3505.76
"920",0.67,98.32,66084,89.42,68.04,1.45,73524,26103,1.67,1.99,6.77,49.08,4.2,70.66,44.1,4.29,7.36,5.85,90.43,90.33,96.4,88.13,0.93,4.35,87.89,0.61,21.02,3,82.61,0,0,0,25.7,0,0,0,0,18.44,9.22,34,313.48,719.16,36.88,0,27.66,1069.52
"921",69.94,28.02,13778,62.13,13.05,30.57,16038,7265,35.13,15.89,43.85,4.55,18.28,42.49,10.87,17.1,19.22,18.29,34.82,28.99,34.95,37.58,17.16,8.98,54.03,6.61,54.56,2,55.53,14.66,15.53,0.86,35.1,0,7.09,47.9191622502118,71.9287580489346,475.35,1773.68,432,3064.92,7868.04,1000.35,127.7,1599.57435487458,12061.01
"922",0.61,96.06,32708,63.71,48.9,9.91,42660,18111,8.21,5.22,15.03,26.43,4.14,56.61,33.47,12.57,16.82,14.89,72.11,71.22,87.32,76.74,1.95,2.8,59.2,2.49,53.09,2,54.22,1.55,0.94,0.63,31.5,0,0,1,8.39,83.86,285.12,79,662.47,3270.44,335.43,25.16,377.36,4293.5
"923",1.81,77.9,56307,88.86,55.05,2.39,64717,25332,6.44,1.39,4.88,52.85,3.32,72.24,47.57,7.85,13.56,10.84,80.78,81.17,91.98,79,1.02,3.82,64.94,4.83,48.4,3,62.46,0.15,0.2,0.16,29.3,0,0.79,12,9.5,45.94,55.44,990,784.13,2342.09,364.34,30.1,111.68,3520.65
"924",0.49,98.49,22617,70.14,38.59,12.45,29054,12002,16.04,12.33,25.49,22.24,7.63,53.74,29.77,9.47,12.57,11.17,66.02,65.61,70.27,66.6,3.04,2.64,56.3,0.94,56.67,2,49.93,3.06,6.11,0.62,26,0,0,2,12.31,18.47,184.66,121,744.8,4930.44,203.13,6.16,215.44,5884.53
"925",11.76,59.82,28377,76.17,31,10.45,32701,11351,15.19,28.9,49.75,8.23,10.91,60.55,14.61,9.65,13.59,11.72,64.25,58.19,63.97,64.29,8.26,11.11,42.53,11.27,60.06,2,42.03,5.06,9.83,1.69,28.3,10.34,2.46,18,44.25,440.05,727.68,831,2042.92,3864.59,585.1,41.79,1214.45,6534.41
"926",0.19,98.02,32285,79.78,56.29,5.58,38123,15074,5.96,6,15.89,20.5,4.46,65.18,23.23,8.04,11.21,9.7,78.96,79.29,85.15,81.46,1.66,4.08,72.48,1.31,41.25,3,67.13,1.27,1.41,0.11,22.4,0,0,2,8.14,24.42,142.43,104,423.21,2706.11,170.91,16.28,174.98,3316.51
"927",1.52,88.15,53967,91.03,43.99,3.85,56756,18630,3.56,3.42,13.34,21.12,4.11,75.05,30.02,9.05,12.8,10.93,81.88,77.77,89.95,84.23,1.82,7.78,77.5,5.51,27.4,3,76.36,0,0.58,0.2,30.7,0,0,16,14.89,50.24,172.12,611,568.45,1518.34,344.23,22.33,237.24,2453.34
"928",1.02,94.16,56011,92.32,58.06,1.17,62126,23718,1.54,1.4,5.47,47.44,2.42,78.44,42.48,5.62,9.42,7.6,90.43,90.47,97.15,89.61,0.42,3.12,88.26,0.82,34.87,3,83.77,0,0.19,0.07,24.4,0,0,2.06198001164921,6.14009475804187,4.98,29.88,70,174.32,1324.8,42.33,4.98,101.643064384517,1546.43
"929",1.6,96.47,46654,88.84,60.97,1.51,51420,19716,2.49,2.92,9.57,36.34,2.24,72.85,38.04,5.85,9.51,7.76,86.48,86.38,95.55,89.53,0.42,3.49,82,0.56,24.3,3,76.75,0.97,0.25,0.09,24.2,0,0,1,4.13,33.08,41.35,69,285.29,1310.68,53.75,0,78.56,1649.71
"930",3.14,95.46,29987,72.01,46.72,10.54,38005,15426,9.74,6.67,21.94,19.21,7.56,57.89,28.37,9.77,12.28,11.11,70,68.89,77.11,81.33,2.96,3.49,65.07,0.86,44.88,3,59.56,3.1,3.56,0.28,26.6,0,0,2,4.28,62.11,462.63,530,1135.15,2047.55,269.87,0,529.02,3452.56
